"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"C1QTNF1",7.33553048768552,0.293782705283492,0.190589846969191,0.0645058675896526,0.143030925098058
"PDPR",163.643660671769,0.214915924988328,0.124684738020933,0.064538115049085,0.143084689184689
"NARF",369.663500677493,0.170165112832877,0.0958301954879089,0.0645541475265488,0.14310249485775
"ATP4A",1.14009986007926,0.275620590849553,0.300914450415062,0.0646115763250347,0.143212051378516
"CES1P1",3.41702472419013,-0.272890609477455,0.302425677819122,0.0646402265374235,0.143257800696632
"ARPIN-AP3S2",26.0192809124087,0.318343967909495,0.236433064616877,0.0646894224342161,0.143349067059343
"NOL9",195.545007893442,-0.135457449505429,0.0751274411297532,0.064702421451449,0.143360109967686
"NHLH1",2.57870141539337,0.316384470779356,0.259552351574387,0.0647116226442499,0.143362736404361
"PRODH",19.0048202305308,0.227103765685411,0.133282401242252,0.0647266443286331,0.143378255365073
"FAM83F",51.8205263626944,0.183526495506883,0.104234600283062,0.0647612788477379,0.14343721017855
"PSMB9",490.2181567624,0.242429983049682,0.144618491361359,0.0648728270576546,0.143666482407894
"AIMP1",25.0989962699805,-0.259042459268328,0.157762554585617,0.0648918353620273,0.143690785619643
"URM1",42.9907432466388,0.262860565481217,0.160988415717094,0.0649260947664907,0.143748849331355
"TMEM120B",165.130162441736,0.136031359167026,0.0755528076696296,0.0650067403845814,0.143909586802604
"CKAP2",35.9687292200232,-0.209767688166418,0.121491867024098,0.0650960523361869,0.14408946733078
"RCC2P6",2.91901317946454,0.318472757134545,0.245709826182148,0.0651116652008304,0.144089665974147
"UFD1",220.213393286156,-0.0936122326409872,0.0513227782031406,0.0651122549847946,0.144089665974147
"ACSBG1",45.1536002700746,-0.175747333823731,0.0995149640857407,0.065135374936013,0.144105168323923
"CCNJ",41.5700998362529,-0.179568962355022,0.101903179713835,0.065134658475612,0.144105168323923
"RRAS",33.8939525511877,0.254310990436403,0.154142360616759,0.0652061601651875,0.144243930062384
"CFAP206",3.33889799188887,-0.317388769968554,0.253467829766437,0.0652813437598275,0.144392385993633
"CORO6",3.0258259900098,0.302395699241295,0.280340638985349,0.0652901316877608,0.14439396627125
"CA5BP1",47.3055286516815,0.193405200015979,0.110799042563385,0.0653213506898319,0.144424632507526
"CACNA1I",92.961860232763,0.298982723014534,0.198056524540795,0.0653282234825766,0.144424632507526
"DUXAP1",1.30988925600699,-0.275067798033651,0.300795709281146,0.0653263165832452,0.144424632507526
"RFC3",12.6809903818988,-0.260159315720544,0.159108261789527,0.0654091530461348,0.144585675717479
"SGMS1",138.125643771663,-0.11669805297308,0.0645047351168831,0.0655378073352867,0.144852160676174
"CCDC200",78.7785563308678,0.166343749917051,0.0938740783603726,0.065567027388839,0.144880934624337
"DPH2",48.3784743647998,0.20807743298821,0.120597439092012,0.0655634208959438,0.144880934624337
"CCDC169",75.4500853326856,-0.191312026907348,0.109567666184116,0.065583579746478,0.144899607630112
"ATXN7L1",111.642386141813,0.165577544818946,0.093449095614211,0.0656857073490915,0.145102809253522
"CEP162",55.2427454888634,-0.261166299696156,0.160185295655341,0.0656917778320248,0.145102809253522
"ABHD14A",31.1746941632288,0.25851824514118,0.157985743489603,0.0657165809631414,0.145139670353888
"ABCF2-H2BK1",29.2969110754009,0.288072104749186,0.185738527156016,0.0657789027946618,0.145224776876582
"GRK3",202.528929135118,-0.163911592499841,0.0924673997354668,0.0657875953175326,0.145224776876582
"HSD3BP5",2.58344011909693,-0.309712267143691,0.270471672393433,0.065786406305734,0.145224776876582
"ZNF793",86.4550368775238,-0.14130893399601,0.0788869072570854,0.0657730423933442,0.145224776876582
"CNR2",95.7618675776993,0.175874625745256,0.0998842540356964,0.065847588104819,0.145339271042168
"BHMT",3.02946020570387,-0.317136902316712,0.25077974387429,0.0658850146657897,0.145403934760322
"ZNF525",33.849242848358,-0.253937538417292,0.154386732282679,0.0659230270723356,0.145469875285468
"SEC22C",131.311664700309,-0.129118081155132,0.0717872248125407,0.0659420972882698,0.145494005674896
"ANAPC5",383.093350634853,-0.102700715206917,0.0566257793226622,0.0659775951898868,0.145554371527214
"NIPAL2",41.083573678013,-0.24535821688877,0.147646264168231,0.0660016696783646,0.145589524198021
"BTBD8",15.9363072484204,-0.289261741022594,0.18733499571459,0.066024919126079,0.145618036027349
"PRTFDC1",3.54102854823117,-0.314034970973953,0.225861263651702,0.0660308790708302,0.145618036027349
"PLA2G4D",13.8633415035189,-0.247162472294933,0.149113090075976,0.0660881077894799,0.145726273926131
"STK33",158.212094770156,-0.171825723963592,0.0974696045906185,0.0661172416864233,0.145772542845375
"NSMCE1",78.1241477733726,0.167267753275527,0.0946577069926911,0.0661357704129076,0.145795421402052
"EEF2KMT",23.264276698011,0.284094343661571,0.181965479134067,0.0661859506198598,0.145888060985481
"FICD",37.8316190414066,0.201108532136155,0.116271551425508,0.0662147041352017,0.145933454523485
"METTL7A",192.072992924959,0.159701797627468,0.0900680534290045,0.0662488686171003,0.145990760869497
"GET1",54.8237785007935,-0.195133342790112,0.112380627932102,0.0663007299329497,0.146087046304152
"LIN54",103.06305675363,-0.187169477095966,0.107232668469652,0.0663157349542708,0.146102108851581
"POMZP3",33.3922932791141,0.205614846429789,0.119345228441987,0.0663485239584438,0.146156343268477
"TMEM98",7.03298142666763,0.28964816241809,0.188248614529802,0.0664280580192406,0.146313524344103
"EFCAB6",20.4704608360192,-0.25061382837729,0.152130989470058,0.0664840409704216,0.146418799748306
"GIMAP6",552.467425698928,0.163258805161749,0.0923496650244157,0.0665506530721729,0.146547455084439
"ZNF43",86.2120764706356,-0.160959417599951,0.0909593900277599,0.066595748262354,0.146628703394337
"FBXO5",16.8976784914308,-0.22438453530909,0.132509582448535,0.0666818584165789,0.146800226216213
"LAMB3",3.02353453036018,0.316469782707926,0.248021223976353,0.0667125073426142,0.146849623855096
"CSMD3",56.3330973169359,-0.183717244614827,0.105245356081249,0.06682360583394,0.147076075601774
"SMNDC1",51.8044500024138,-0.19601552278983,0.113213644732037,0.0668425853882306,0.147099746483143
"DNAL4",24.9312440500082,0.214237497658686,0.12555638456061,0.0669892983046873,0.14740447836852
"FDX1P1",5.15681188138999,0.30812724515407,0.215125657460597,0.0670672353144244,0.147557818132425
"TSPYL2",77.2041013714406,0.18648026613231,0.107136022553363,0.067101132539011,0.147614238063987
"YRDC",29.0785254387238,0.186754584990395,0.107330247452742,0.067141552112887,0.147684990719344
"PLEKHG3",1023.06098150648,0.219488765948307,0.129328180763128,0.0671840543899923,0.147760306537754
"MTIF2",24.3922595568272,-0.307946456701249,0.215055244109444,0.0671948843321407,0.147765954294889
"MAMSTR",6.14690699824821,0.309483051936429,0.218192487964928,0.0672254882400899,0.147796909302275
"POLN",24.9555613248448,0.207894982730342,0.121333490699501,0.0672231149077325,0.147796909302275
"OTUD7A",6.60742275984392,0.299328744296132,0.201373659383358,0.0672559313131107,0.147845665134585
"TAOK3",422.496083242041,-0.125322270565823,0.0699385237625397,0.0672745501690687,0.14786841953715
"FCMR",791.146942953639,0.208832126036994,0.122006048628477,0.0672904710901187,0.147880063785922
"KDM5A",145.483659841741,0.173980448033947,0.0992815704308829,0.0672963846325757,0.147880063785922
"SRBD1",90.9063405202734,-0.204272371554156,0.11894228086121,0.067337206961196,0.147951590479237
"HEXA",169.22421659961,0.146182794809132,0.0822815196019227,0.0673491715126561,0.147959701818432
"MAPK8IP1",13.2564137511413,0.314098088405119,0.256766476126677,0.0674252889050096,0.148090543051221
"STX6",213.149696192138,-0.131906342333322,0.0738326435894608,0.0674184474947678,0.148090543051221
"ASTE1",31.4013715784641,-0.275822065582131,0.175014968732514,0.0674978652922666,0.148153167260757
"CDR2L",1.55513557344021,0.298379227370369,0.281921212993414,0.0675012364838831,0.148153167260757
"GULP1",4.66597684907843,0.308706254755004,0.217234927856038,0.0675035034949907,0.148153167260757
"IRF1",2325.96422581344,0.250474748105953,0.152769404454752,0.0675020572472362,0.148153167260757
"RPL7P21",11.6044697697858,-0.286189419556528,0.185656261708338,0.0674921418936562,0.148153167260757
"WDR45",362.973038916903,0.250269508424989,0.152595125928089,0.0674899441893446,0.148153167260757
"EME1",6.79230616695405,-0.285438926555602,0.185037148523027,0.0676671600816812,0.148457698486368
"MRLN",16.6369607665095,-0.254703291649356,0.156341338934899,0.0676606363532941,0.148457698486368
"MYO5A",5.70396096056015,-0.312496630437965,0.226846905017476,0.0676635312439126,0.148457698486368
"YY1AP1",509.036809500328,0.193467255134084,0.111942510418322,0.0677014182050683,0.148514640573733
"CAMK2G",542.814384551728,0.138894681398166,0.0780544162817969,0.0677352118454878,0.14857054989656
"NPTN",197.53243495768,0.168892855277553,0.0962785675655964,0.0677470040117547,0.148578193347668
"BMAL1",234.306505178585,-0.182379757324672,0.104796318142259,0.0677727454031391,0.148598204184767
"GALM",69.836958415422,0.178474490802993,0.102306631980375,0.0677667998294768,0.148598204184767
"PDLIM5",186.058767348194,-0.159453602963669,0.0904713945185956,0.0678044081217912,0.148649404174827
"NT5E",36.2659917459363,-0.230683691327071,0.137762194143771,0.0678185469813525,0.148662178301445
"YWHAB",984.921458817558,-0.119414172318142,0.0666481555949799,0.0678407729876761,0.148692674618209
"CENATAC",129.705277828376,-0.131745303829998,0.0738668828136879,0.0678750646344367,0.148749605561439
"RPL34P21",3.92374907841765,-0.309673761501491,0.220411286198871,0.0679573338139896,0.148911653426023
"OR1D2",86.9978326566953,-0.159122462543372,0.0903737836261632,0.0681014168808367,0.149209094807517
"RAPGEF5",3.57192178808868,-0.304153441087633,0.274616021102985,0.0681152124855984,0.149221040581201
"IGHV3-53",3.74791386963871,0.310549354225929,0.264000688105494,0.0681934635970524,0.149374169801994
"ENPP3",6.17579656158623,-0.307278288796767,0.215977809514254,0.068217493237208,0.149408506802286
"IFNG",3.62542151826208,-0.314165465562905,0.251820870172535,0.0683188136286135,0.149612095230532
"SMARCD2",77.3893418484241,0.261987058584143,0.163095208621354,0.0683712872223712,0.149708676784049
"TRAPPC5",199.445008661575,0.18106986005609,0.10424823936328,0.068460177880476,0.149884965282448
"CCDC89",3.0347072957176,-0.313402618454915,0.254555780759441,0.0685236091736093,0.150005477364749
"CLDN11",10.5144797647964,0.263870571302185,0.164929033795637,0.06858106952659,0.150076156672343
"KLF4P1",3.66077211339868,0.311030396797305,0.225597979212269,0.0685810044351799,0.150076156672343
"PPP2CB",74.0239217322002,-0.16323494784572,0.0930738868252639,0.06856734122294,0.150076156672343
"MEMO1",102.283529518386,-0.149435424470689,0.084661555070925,0.068654042258494,0.150217463395298
"SLC25A20",62.4708784396361,-0.194009242250442,0.112758316385823,0.0686955127648818,0.150289815999989
"SLC15A2",57.2500496625227,-0.207464491214057,0.121823013821038,0.0687456267118167,0.150381058432099
"SLC2A3P4",14.9116564601191,-0.225862605633043,0.134840100916646,0.0688237778991581,0.150515195368848
"ZSWIM5",26.2321082736342,0.239787494419251,0.145265105644726,0.0688171254361759,0.150515195368848
"FGF1",4.52651082877178,0.30482822272722,0.212685607983206,0.0688447725182582,0.15054270161255
"KIF3C",56.614969100292,0.237959284139261,0.1439140361303,0.0688995034069636,0.150625549252358
"POLD4",216.014821695879,0.159506316342815,0.0908898361100854,0.0688932084635968,0.150625549252358
"ASB14",7.4365116943549,-0.313998173782158,0.245041273481286,0.0689857239444661,0.150795608988851
"SUGT1P2",4.1092611988023,-0.311812438981055,0.229567168648068,0.069011220660015,0.150832907430572
"ZNHIT3",114.45431623625,-0.132010450285101,0.0743550429360516,0.0690523288983339,0.150904313580975
"LGR6",27.8597349814856,0.299921963643297,0.205063185355672,0.0690637794160202,0.150910897355592
"FOXP2",13.1354797366939,-0.252997419192858,0.156009453315455,0.0690810818760479,0.150925197970552
"FUT10",48.0161530888625,-0.214411074439191,0.126813352740007,0.0690872013298802,0.150925197970552
"ABHD5",208.671145765451,-0.267669186538683,0.168911657826533,0.0692160657610719,0.151169780942334
"TCN2",15.6068054999595,0.305593817620107,0.214840210505137,0.0692088931893466,0.151169780942334
"BMP8A",47.6459946454981,0.188993778467187,0.109709269117848,0.0692381045852381,0.151199450611353
"RNF14P1",2.62992176534753,-0.313673935679027,0.245490834831914,0.0692653664960313,0.151240517614641
"MBD4",81.3468451368147,-0.163220897606392,0.0933273458652303,0.0692866887817421,0.151268607038752
"ADCY9",135.473968420659,0.224196525324511,0.133974867571516,0.0694121532100517,0.15152402784838
"ATP6V1E2",22.709965575265,-0.227478167007207,0.136415292887852,0.0694820139461111,0.15165802043278
"ALOX15P1",1.53405193667672,0.279386238374773,0.295461583475006,0.0694940049430926,0.151665683759269
"DERL1",190.533564834414,-0.118492528349215,0.0665408343470331,0.0695579130887291,0.151786636846257
"ARHGAP8",13.6984898897978,0.263436637061265,0.165396816837891,0.069592013648696,0.151811566205075
"HMG20A",107.679053881477,-0.147979148221488,0.0840814418567094,0.0695864383868471,0.151811566205075
"PFKFB4",361.213890917847,0.230503926822318,0.138724580787254,0.0695948018627571,0.151811566205075
"ZFAND5",509.386020552964,-0.135742090029403,0.0767423967716764,0.069647734309686,0.151908503430333
"PLA2G10",2.72249451312241,0.312044399148808,0.233781191507482,0.0697293853450103,0.152068047420499
"ATP6V0E2",24.4090674797367,0.310113689287358,0.226722316728924,0.0697468416844886,0.152069031272349
"GATD3",76.9616469904203,0.278047989589357,0.179472872031487,0.0697439685726794,0.152069031272349
"ANKRD34A",16.5989776181803,0.247653325898628,0.152152508726579,0.0697897845462784,0.152144112214796
"ZNF415P1",11.1163427539221,-0.261044687553038,0.163466784103429,0.069823113083559,0.1521982178549
"MAGED2",106.346316590681,0.15555977677412,0.0888065688407648,0.0698824254907045,0.152308942225353
"COL1A2",10.8514524718351,-0.250621526610779,0.154653738694303,0.0698960515772772,0.152320078281906
"GEMIN7",32.6631761725601,0.204580294994882,0.120461189298973,0.0699534591237971,0.152426610188732
"MTURN",260.050377571282,-0.223947555866116,0.134145409974818,0.0700148294007791,0.152541749766468
"GTPBP4",77.5647788607618,-0.152083707122443,0.0867271278220652,0.0700342208076326,0.152565412806883
"ZP2",4.01606014983689,-0.31128148877769,0.256242255356387,0.0700435896985502,0.152567239283713
"CCDC138",20.2686353885826,-0.211427872088487,0.125271743975868,0.0701090290539727,0.152691181762092
"PTPN7",210.639464732876,0.162173644976101,0.0929825125275043,0.0701319407799444,0.152703891021342
"TAF9BP1",11.7110741479029,-0.260709689211121,0.163419264591037,0.0701247290646693,0.152703891021342
"EDARADD",3.39728661451118,-0.284328408470827,0.291490471879699,0.0701821731125654,0.152794664165336
"EPHB2",14.2966331820846,0.308474303896879,0.22360683085696,0.0702194866833487,0.152857293005318
"BRI3",116.892277356206,0.170338655304689,0.0981514596065335,0.070269469489949,0.152928870993884
"C16orf86",9.68790119975597,0.280965529653262,0.183076598944805,0.0702693869602544,0.152928870993884
"HMBS",27.42198800043,0.289735926249965,0.193231535905355,0.0703925483558893,0.153178090685616
"C8orf88",5.3153270246102,-0.312273304928597,0.241810983189565,0.070467394172844,0.153322304717922
"C9orf64",34.0543743896106,0.182507458887816,0.10608022568474,0.070616610740781,0.153628279175145
"TUBB2A",200.277160269346,0.27988276156202,0.294343729483951,0.0706281943223908,0.153634791468737
"CUZD1",4.73934201928231,-0.305735577352704,0.218337371993481,0.0706684599729819,0.153670866408264
"MICB",105.490069504897,0.227294712953463,0.136989297781304,0.0706657586992063,0.153670866408264
"SRP19",107.467707653312,-0.153918955148082,0.088065090860275,0.0706705550018437,0.153670866408264
"SRP9",56.4041914729737,-0.178981659928825,0.103853696149285,0.0707449916324221,0.153814025692423
"USP40",34.8636297729018,-0.291723596492109,0.196218964679052,0.0707724003395649,0.153854914315439
"IGHV3-21",14.6018129502446,0.290731927955887,0.195291364876721,0.0710293375650652,0.154338440329388
"IL4I1",8.41590187873581,0.300755038294366,0.209704665604368,0.071019263395576,0.154338440329388
"RPS27L",108.46459615057,-0.187847494389151,0.109742838276613,0.0710194696565652,0.154338440329388
"SLC25A3",187.571468320399,-0.115579886392891,0.0651954910611432,0.0710269890525406,0.154338440329388
"PFN2",21.5463897841528,-0.215761542840964,0.128855552177754,0.0710930557166817,0.154439366147559
"SMARCC1",348.585751454575,-0.0951539045967171,0.0533615064934247,0.0710926343605815,0.154439366147559
"CABP1",11.3657047977406,0.274222317725624,0.176986757875358,0.0711415170033379,0.154525872189057
"POC1A",5.24386717317266,0.311364604003543,0.239796736816866,0.0711566669738674,0.154540010786596
"SEMA4F",63.1153790163244,0.214728799939292,0.12817875920689,0.0712001726920552,0.154596951389754
"TXNDC12",21.655720068674,-0.234637626543313,0.142854821816867,0.0711992181214138,0.154596951389754
"PHKA2",75.132660791731,0.164902860265609,0.095087906099984,0.0712320262972905,0.154647340413576
"CTCF",299.924938247382,0.0842924168015182,0.0471717182858196,0.071255473300856,0.154679468380363
"RUNX3",94.5516796486773,0.233470279068678,0.142009080842623,0.0712749197288743,0.154702905261034
"TSEN34",255.959913627876,0.231869958882514,0.140837207219909,0.0713492542682145,0.154845457175951
"C1orf54",7.43424804696655,0.292217769040836,0.197686925582437,0.0713843505898787,0.154902828233436
"PKD2",52.9208220274273,-0.152703343896571,0.0875621473639064,0.071404114001673,0.154926917253418
"CCL20",1.71551099882537,-0.303657080180969,0.270095616448938,0.0714445719429379,0.154995896312402
"SRGAP3",52.1009702652528,0.183668674453148,0.107190166864799,0.0714548373003314,0.15499936508386
"MAPRE3",12.6691702512651,0.285299046683218,0.189305230291292,0.0715190376566218,0.155105694187581
"USP49",97.7720785132686,-0.146887441332225,0.084034254371991,0.0715211998862165,0.155105694187581
"IMPA2",177.420188775531,0.202205128912338,0.119624734147202,0.0715503054856629,0.155150001650228
"HEATR5B",296.00112963856,-0.121221739905325,0.0686453178664063,0.0715618583230474,0.155156241496873
"CAPN14",6.1197483258906,0.300313529227458,0.210009554217752,0.071605390650311,0.155183181402311
"IQCN",160.495344201302,0.213859530673367,0.127780198592741,0.0716075051780754,0.155183181402311
"ITGAE",38.6942252515513,-0.186590752567707,0.109173206608616,0.0716109898379271,0.155183181402311
"SSTR3",32.152704082273,0.268171239020838,0.171524822509559,0.0716176672795459,0.155183181402311
"STMP1",249.426963143689,-0.260137515193697,0.164108982123237,0.0715869596565602,0.155183181402311
"MRPL2",41.6226768145388,0.186458488360719,0.109136982244852,0.0717285082630109,0.155404526987759
"VRK3",372.736261846145,0.109110864796062,0.0615841219386201,0.0717629997442099,0.155460422774369
"ASB13",34.0997151927562,0.219891947242558,0.132203316673851,0.0717752588449743,0.155468148775871
"SLC39A6",65.971332347054,-0.148542194585169,0.085139201483324,0.0718124478549825,0.155529865571127
"BNIP3P45",2.6185864689808,-0.310202302727118,0.252133492023064,0.0718252239061534,0.155538700758149
"SCN1A",23.5358483880191,-0.24352672705715,0.15030064603825,0.0718943073396164,0.155669453604
"FFAR2",11.8408555152763,-0.304512263383811,0.267777155164777,0.0719254458405475,0.155718024314029
"CCZ1",116.053661049079,0.163596804832795,0.0945645833060674,0.0720500891736065,0.155968995990069
"PIWIL2",9.86395825277697,-0.255438180622187,0.160391263364867,0.0721016304800543,0.156061679914773
"TENT2",196.912551494533,-0.201051795010456,0.119128374763663,0.0721547661161999,0.156140983994224
"TRMT9B",50.7041188358529,-0.156234390978991,0.0899990533348121,0.0721557300929417,0.156140983994224
"PMFBP1",4.85970832322465,0.306423416641608,0.223842917554075,0.0721879880698815,0.156191890470582
"CLEC3B",2.82969329314331,0.306633523990587,0.2628719934315,0.0721985455919956,0.156195837415367
"GFPT1",107.165585998402,-0.235259376495808,0.14399871535047,0.0722398601861381,0.156247417998438
"OR2T33",13.5254898788752,-0.27570248666879,0.179574640706298,0.0722357358011519,0.156247417998438
"DYRK4",19.2459745942224,-0.242068231057696,0.149372300982951,0.072249963005782,0.156250373441162
"ANKRD27",189.32932773168,0.112065897354997,0.0634517672458628,0.0723723473311476,0.15647720406402
"MRFAP1",34.9428050524564,0.252290980252719,0.157893512136942,0.0723686718921286,0.15647720406402
"ALG11",196.48912501916,-0.137969355316218,0.0788815522645618,0.0723994281781158,0.156502082954188
"VDAC2",84.219085024757,-0.189522993636332,0.111459698659406,0.0724013550105091,0.156502082954188
"ABCF3",92.6124564453118,0.227564003234345,0.13827228824829,0.0724738801143004,0.156629357976092
"SNX33",8.05195072106048,0.310130025506624,0.244704363493218,0.0724777504394822,0.156629357976092
"VDAC1",116.705291697886,-0.135021635504784,0.0771284251372508,0.0724937274681521,0.156644957806923
"NDUFC2",59.0554373245635,0.176119804136572,0.102729581416356,0.0725340825150347,0.15671322369913
"TMEM268",141.217621512503,0.196878351194327,0.116501482962651,0.0726165201715668,0.156872383532851
"CHMP4A",79.4145435052609,-0.183730038932953,0.107764876116,0.0727188153983739,0.157074397753613
"RPL7AP48",6.91760705828935,-0.306980563323548,0.227212084978785,0.0727650863114145,0.15715536392702
"DMAP1",143.879342378684,0.140363203143066,0.0804733285882434,0.0728719842503147,0.157367234764173
"IGLV3-21",15.975416631647,0.309382809117215,0.239334031833863,0.0729323831617451,0.157478651798601
"ANKRD18A",19.4083562620119,0.285582298680947,0.191332313899176,0.0729472564165742,0.15749175289841
"RRP1B",165.350685481609,0.166159776923963,0.0965865914065958,0.0731523536218654,0.157915491192162
"PRRG3",7.38645029845702,-0.281348563707187,0.186698185585544,0.0732083468291961,0.158017292184428
"MS4A1",164.961831101115,-0.294695133538919,0.2038264949706,0.0732451208156419,0.158077589693225
"MTHFSD",71.0446936253779,0.15556465053835,0.0899557496070229,0.0732571706358087,0.158084519404131
"ABCC3",99.4144912463796,0.242807542436519,0.15069920617223,0.0733192878351121,0.15819177079033
"PLAC8",147.749393587703,-0.162342670099656,0.0942318135212005,0.0733245613559876,0.15819177079033
"DMRTC1B",2.93572227112582,0.308836450667686,0.238771380561702,0.0733843241406455,0.158301608642557
"ETV7",36.7345008926332,0.308324467113194,0.252876880833752,0.0734389333345744,0.158400304231653
"LRRC2",24.2403450207963,-0.225407747120157,0.137237691713801,0.073457877460699,0.15842205937352
"HMGN2P5",2.74792211584787,0.238325978498069,0.314839122707218,0.0734815088162857,0.158453916708376
"PPP2R5E",167.827952480273,-0.0961508549210026,0.0544124932928102,0.0735439908507145,0.158569533015676
"CCDC9B",9.89857892722009,0.3088289930871,0.247801450144107,0.0735701898828368,0.158606900440518
"PARP3",8.52537571148301,0.303535325632618,0.266132751470779,0.0736687573013296,0.158800256036432
"CKAP2L",9.9574893505707,-0.274794031607596,0.180169915431805,0.0737777356308188,0.159016004068112
"FREM3",3.24542213643224,0.298699506564681,0.2736622587629,0.0738581317582303,0.159170103204717
"ICA1",17.9711525473877,-0.228845995301256,0.140162710605858,0.0740034822147623,0.159464130049521
"FMO6P",1.29848267740814,0.279976362587003,0.291837463558282,0.0740405096406365,0.15952469761749
"NDUFA12",37.7594423239296,-0.227984918801011,0.139609381514383,0.0741744369397336,0.159794002007605
"INSRR",1.05254007403988,0.275646832940256,0.294823779104281,0.0741899047306237,0.159808074925594
"CDK2AP2",33.3759949224529,0.266520139879215,0.172254260708657,0.0742026216078851,0.159811168333854
"RPA3P1",1.14059015891982,-0.27115437483938,0.29776700041503,0.0742092117983037,0.159811168333854
"ZNF718",68.8177760870169,0.154548985212626,0.0896492816841646,0.0742334906026879,0.159844206528904
"DCTN3",95.5802069167297,0.137155311030962,0.0789257436495878,0.0742527118096485,0.159866347744741
"EVA1B",14.0784740030003,0.280481101468942,0.186895408334573,0.0742774076675053,0.159900269154229
"DOCK7",97.0499751233088,-0.134015304896993,0.0770279288762267,0.0742900666535941,0.159908273209716
"KLF3P1",3.11993556971088,-0.30813019700689,0.243669128183032,0.074333894036354,0.159983356779806
"NAXE",38.1645866187673,0.209038533320713,0.125831354338527,0.0744261461096293,0.160162630630576
"ARPIN",89.8313033369965,0.213757220085453,0.129223509639935,0.0744479956899878,0.160190375711674
"IER3",60.3477214648697,0.224244317673894,0.136979521315705,0.0745108576839169,0.160287068760747
"ZBTB8B",78.7695107299471,0.135386064676077,0.0779221344548107,0.0745084376256859,0.160287068760747
"CYB561D2",60.7378503282485,0.219827662812447,0.133727322586541,0.0745770289255447,0.160398825275408
"PRDM9",5.16243540141032,0.302177051119998,0.21965995635076,0.0745807453726752,0.160398825275408
"MTND4LP12",3.52867730454479,-0.298343754895724,0.273056502455592,0.0746193961657518,0.160430055494767
"RPP38",44.8713514852908,-0.156914858850635,0.0912637748053956,0.0746221767772418,0.160430055494767
"ZNF436",44.0786039878657,-0.186106930209614,0.110146837880582,0.0746182655210584,0.160430055494767
"PTPRG",8.13611526207665,0.26425307546607,0.170500287398836,0.0746822272715398,0.160539859946093
"OCIAD1",121.595303208886,-0.137830878374359,0.0794677548098397,0.0747022855317386,0.160563679453809
"PFDN2",18.6265136906659,-0.21780626094196,0.13232305919851,0.0747286416226226,0.160601028048619
"PDK4",74.2132878796171,-0.264382994011576,0.170713310045506,0.0747849988327498,0.160702836011502
"KCNE5",4.83384320037916,0.307495731269222,0.246323701340252,0.0748994143172785,0.160910624528082
"RABL3",17.4106686658719,-0.301602556230133,0.219134724408782,0.0749086865988713,0.160910624528082
"RGS1",4.71288436852528,-0.30752592475585,0.245150607093595,0.0749021766176116,0.160910624528082
"GART",126.625390297332,-0.120300026679071,0.0689424861076701,0.0749443227645463,0.160967841076487
"LRAT",13.3294413490143,0.231694128235491,0.142973329790152,0.075010587309548,0.161071479653172
"PTPDC1",21.1717906544853,-0.247763583210891,0.155993578857322,0.0750078841679055,0.161071479653172
"ZFP62",41.2330438981873,-0.291517880123601,0.201893506433118,0.0750773071424514,0.161195394747028
"PRKAB1",158.327012312526,0.117642977868416,0.0673929899437456,0.0750972060288279,0.161218764833224
"WASHC1",48.589416934953,0.282429724918992,0.19013612440768,0.0751391619087734,0.161289475604706
"TGFA",114.042624484387,-0.229217426309052,0.141153275388432,0.0751699491012257,0.161336198208979
"TUT7",970.94637583215,-0.238482997757878,0.148456360084743,0.0751841610313212,0.161347338618332
"IGLV1-40",18.2333342385914,0.306010969894414,0.233301449039689,0.0752093390869983,0.161382007147086
"IPMK",188.556819817128,-0.238860709381461,0.148819374927299,0.0752728191312067,0.161498844789063
"P2RY1",14.3140312898902,-0.226048098948008,0.13892041434494,0.0754963357189305,0.161958973771509
"PLXNA4",34.3406120234101,0.298366397068061,0.214075477057839,0.075660636277019,0.162291974072258
"KRT18P31",78.109602976576,0.191936938504263,0.114541788011514,0.0756809852856054,0.162316155634135
"AKAP8",91.4375230992848,0.165994818725346,0.0974217870124157,0.0757223865694846,0.162375631082404
"E2F6",20.4948788339436,-0.215277574322964,0.131014828864429,0.075729889683516,0.162375631082404
"ZKSCAN2",30.9196213991591,0.20851508824686,0.12612740358751,0.0757359527251557,0.162375631082404
"KCNA2",5.26713911471294,0.288915519700721,0.282748540440924,0.0757656462623724,0.162419823013608
"IGLV3-12",4.141782449217,0.278640554647925,0.29156871673445,0.0757779911857648,0.162426818355394
"ABCA8",6.46148539848552,0.283148185160016,0.191872658636295,0.0758820590277858,0.162630392535884
"COG5",22.2387420040244,-0.262071801029082,0.169498537549478,0.075931751955965,0.162697901489449
"TCN1",14.6377847605665,-0.305573610793286,0.234916830202328,0.0759316794675447,0.162697901489449
"PP2D1",4.65366032082147,-0.306251480627678,0.247440460739586,0.0760277827385881,0.162884151207433
"RPS12P24",6.23611046714238,-0.302359216007067,0.263361568360489,0.0760493105408048,0.162910758057527
"ABCB1",8.25033188145203,0.305944662633285,0.250108529014968,0.0760861566111278,0.162970168980841
"ALKAL2",5.45354410944453,-0.290764677761463,0.202386688818877,0.0761755929829789,0.163134335907686
"IGSF9B",51.8543870147807,0.27764218652663,0.185742484838621,0.0761810440872795,0.163134335907686
"MSTO1",74.2319106822274,0.183396748176445,0.109040381374232,0.0762847683804179,0.163336894826263
